TINWSYS_IS_NUMBER,WATER_SYSTEM_NUMBER,SYSTEM_NAME,REGULATING_AGENCY,COUNTY,FEDERAL_CLASSIFICATION_TYPE,SERVICE_CONNECTIONS,POPULATION,OWNER_TYPE,PL_ADDRESS,PL_ADDRESS_CITY_NAME,PL_ADDRESS_STATE_CODE,PL_ADDRESS_ZIP_CODE,LATITUDE_MEASURE,LONGITUDE_MEASURE,SERVICE_AREA_ECONOMIC_STATUS,MHI,CALENVIRO_SCREEN_SCORE,RISK_ASSESSMENT_RESULT,CURRENT_FAILING,FINAL_SAFER_STATUS,FAILING_START_DATE,PRIMARY_MCL_VIOLATION,PRIMARY_ANALYTES,SECONDARY_MCL_VIOLATION,SECONDARY_ANALYTES,E_COLI_VIOLATION,E_COLI_ANALYTES,TREATMENT_TECHNIQUE_VIOLATION,TT_ANALYTES,MONITORING_AND_REPORTING_VIOLATION,MONITORING_AND_REPORTING_ANALYTES,SOURCE_CAPACITY_VIOLATION,SOURCE_CAPACITY_ANALYTES,TOTAL_WEIGHTED_RISK_SCORE_BEFORE_DIVIDING_BY_CATEGORY_COUNT,WEIGHTED_WATER_QUALITY_SCORE,WATER_QUALITY_SCORE,WATER_QUALITY_PERCENTAGE_OF_TOTAL_RISK_SCORE,WATER_QUALITY_RISK_LEVEL,WEIGHTED_ACCESSIBILITY_SCORE,ACCESSIBILITY_SCORE,ACCESSIBILITY_PERCENTAGE_OF_TOTAL_RISK_SCORE,ASSESSIBILITY_RISK_LEVEL,WEIGHTED_AFFORDABILITY_SCORE,AFFORDABILITY_SCORE,AFFORDABILITY_PERCENTAGE_OF_TOTAL_RISK_SCORE,AFFORDABILITY_RISK_LEVEL,WEIGHTED_TMF_CAPACITY_SCORE,TMF_CAPACITY_SCORE,TMF_CAPACITY_PERCENTAGE_OF_TOTAL_RISK_SCORE,TMF_CAPACITY_RISK_LEVEL,HISTORY_OF_E_COLI_PRESENCE_RISK_LEVEL,HISTORY_OF_E_COLI_PRESENCE_THRESHOLD_MET,HISTORY_OF_E_COLI_PRESENCE_RAW_SCORE,HISTORY_OF_E_COLI_PRESENCE_WEIGHTED_SCORE,INCREASING_PRESENCE_OF_WATER_QUALITY_TRENDS_TOWARD_MCL_RISK_LEVEL,INCREASING_PRESENCE_OF_WATER_QUALITY_TRENDS_TOWARD_MCL_THRESHOLD_MET,INCREASING_PRESENCE_OF_WATER_QUALITY_TRENDS_TOWARD_MCL_RAW_SCORE,INCREASING_PRESENCE_OF_WATER_QUALITY_TRENDS_TOWARD_MCL_WEIGHTED_SCORE,TREATMENT_TECHNIUQE_VIOLATIONS_RISK_LEVEL,TREATMENT_TECHNIUQE_VIOLATIONS_THRESHOLD_MET,TREATMENT_TECHNIUQE_VIOLATIONS_RAW_SCORE,TREATMENT_TECHNIUQE_VIOLATIONS_WEIGHTED_SCORE,PAST_PRESENCE_ON_THE_FAILING_LIST_RISK_LEVEL,PAST_PRESENCE_ON_THE_FAILING_LIST_THRESHOLD_MET,PAST_PRESENCE_ON_THE_FAILING_LIST_RAW_SCORE,PAST_PRESENCE_ON_THE_FAILING_LIST_WEIGHTED_SCORE,CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL,CONSTITUENTS_OF_EMERGING_CONCERN_THRESHOLD_MET,CONSTITUENTS_OF_EMERGING_CONCERN_RAW_SCORE,CONSTITUENTS_OF_EMERGING_CONCERN_WEIGHTED_SCORE,PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_RISK_LEVEL,PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_THRESHOLD_MET,PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_RAW_SCORE,PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_WEIGHTED_SCORE,NUMBER_OF_WATER_SOURCES_RISK_LEVEL,NUMBER_OF_WATER_SOURCES_THRESHOLD_MET,NUMBER_OF_WATER_SOURCES_RAW_SCORE,NUMBER_OF_WATER_SOURCES_WEIGHTED_RAW_SCORE,ABESENCE_OF_INTERTIES_RISK_LEVEL,ABESENCE_OF_INTERTIES_THRESHOLD_MET,ABESENCE_OF_INTERTIES_RAW_SCORE,ABESENCE_OF_INTERTIES_WEIGHTED_SCORE,SOURCE_CAPACITY_VIOLATION_RISK_LEVEL,SOURCE_CAPACITY_VIOLATIONS_THRESHOLD_MET,SOURCE_CAPACITY_VIOLATIONS_RAW_SCORE,SOURCE_CAPACITY_VIOLATIONS_WEIGHTED_SCORE,BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_RISK_LEVEL,BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_THRESHOLD_MET,BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_RAW_SCORE,BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_WEIGHTED_SCORE,DWR_DROUGHT_AND_WATER_SHORTAGE_RISK_ASSESSMENT_PERCENTILE_RISK_LEVEL,DWR_DROUGHT_AND_WATER_SHORTAGE_RISK_ASSESSMENT_PERCENTILE_THRESHOLD_MET,DWR_DROUGHT_AND_WATER_SHORTAGE_RISK_ASSESSMENT_PERCENTILE_RAW_SCORE,DWR_DROUGHT_AND_WATER_SHORTAGE_RISK_ASSESSMENT_PERCENTILE_WEIGHTED_SCORE,CRITICALLY_OVERDRAFTED_GROUNDWATER_BASIN_RISK_LEVEL,CRITICALLY_OVERDRAFTED_GROUNDWATER_BASIN_THRESHOLD_MET,CRITICALLY_OVERDRAFTED_GROUNDWATER_BASIN_RAW_SCORE,CRITICALLY_OVERDRAFTED_GROUNDWATER_BASIN_WEIGHTED_SCORE,PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL,PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_THRESHOLD_MET,PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RAW_SCORE,PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_WEIGHTED_SCORE,EXTREME_WATER_BILL_RISK_LEVEL,EXTREME_WATER_BILL_THRESHOLD_MET,EXTREME_WATER_BILL_RAW_SCORE,EXTREME_WATER_BILL_WEIGHTED_SCORE,HOUSEHOLD_SOCIOECONOMIC_BURDEN_RISK_LEVEL,HOUSEHOLD_SOCIOECONOMIC_BURDEN_THRESHOLD_MET,HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE,HOUSEHOLD_SOCIOECONOMIC_BURDEN_WEIGHTED_SCORE,TOTAL_NET_ANNUAL_INCOME_RISK_LEVEL,TOTAL_NET_ANNUAL_INCOME_THRESHOLD_MET,TOTAL_NET_ANNUAL_INCOME_RAW_SCORE,TOTAL_NET_ANNUAL_INCOME_WEIGHTED_SCORE,OPERATING_RATIO_RISK_LEVEL,OPERATING_RATIO_THRESHOLD_MET,OPERATING_RATIO_RAW_SCORE,OPERATING_RATIO_WEIGHTED_SCORE,DAYS_CASH_ON_HAND_RISK_LEVEL,DAYS_CASH_ON_HAND_THRESHOLD_MET,DAYS_CASH_ON_HAND_RAW_SCORE,DAYS_CASH_ON_HAND_WEIGHTED_SCORE,OPERATOR_CERTIFICATION_VIOLATIONS_RISK_LEVEL,OPERATOR_CERTIFICATION_VIOLATIONS_THRESHOLD_MET,OPERATOR_CERTIFICATION_VIOLATIONS_RAW_SCORE,OPERATOR_CERTIFICATION_VIOLATIONS_WEIGHTED_SCORE,MONITORING_AND_REPORTING_VIOLATIONS_RISK_LEVEL,MONITORING_AND_REPORTING_VIOLATIONS_THRESHOLD_MET,MONITORING_AND_REPORTING_VIOLATIONS_SCORE,MONITORING_AND_REPORTING_VIOLATIONS_WEIGHTED_SCORE,SIGNIFICANT_DEFICIENCIES_RISK_LEVEL,SIGNIFICANT_DEFICIENCIES_THRESHOLD_MET,SIGNIFICANT_DEFICIENCIES_RAW_SCORE,SIGNIFICANT_DEFICIENCIES_WEIGHTED_SCORE,FUNDING_RECEIVED_SINCE_2017,TECHNICAL_ASSISTANCE_FUNDING_SINCE_2017,LEGISTATIVE_DISTRICT,REGIONAL_BOARD,CREATED_DATE
4836,CA4810011,SID - ELMIRA,DISTRICT 04 - SAN FRANCISCO,SOLANO,COMMUNITY,88,290,LOCAL,MERIDIAN ROAD,VACAVILLE,CA,95687,38.353419,-121.91052,Non-DAC,96613,24.717361361041,Not At-Risk,Not Failing,Not At-Risk,,NO,,NO,,NO,,NO,,NO,,NO,,1.33,0.00,0.00,0.00,NONE,1.33,0.67,1.00,HIGH,0.00,0.00,0.00,NONE,0.00,0.00,0.00,NONE,NONE,No history of E. coli presence over the last 3 years,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,No violation over the last three years,0,0,NONE,No Failing list occurrence over the last 3 years,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,Less than 50% sources exceed an MCL,0,0,HIGH,1 source,1,3,HIGH,No intertie,1,1,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,NONE,No occurrences of bottled/hauled water reliance within the last 3 years,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,No sources within a Critically Overdrafted Basin,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,No Significant Deficiencies over the last three years,0,0.0,0.0,0.0,State Senate District 3,Region 5 Central Valley (Redding Office),2025-10-15
8919,CA0707613,WILLOW MOBILE HOME PARK,LPA37 - CONTRA COSTA COUNTY,CONTRA COSTA,COMMUNITY,172,481,LOCAL,3656 WILLOW PASS RD,BETHEL ISLAND,CA,94511,38.036693,-121.627571,DAC,63393,31.038296731948,Not At-Risk,Not Failing,Not At-Risk,,NO,,NO,,NO,,NO,,NO,,NO,,2.00,0.00,0.00,0.00,NONE,1.33,0.67,0.67,HIGH,0.00,0.00,0.00,NONE,0.67,0.33,0.34,LOW,NONE,No history of E. coli presence over the last 3 years,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,No violation over the last three years,0,0,NONE,No Failing list occurrence over the last 3 years,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,Less than 50% sources exceed an MCL,0,0,HIGH,1 source,1,3,HIGH,No intertie,1,1,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,NONE,No occurrences of bottled/hauled water reliance within the last 3 years,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,No sources within a Critically Overdrafted Basin,0,0,UNKNOWN,UNKNOWN,MISSING,MISSING,UNKNOWN,UNKNOWN,MISSING,MISSING,NONE,Combined score of 0 - 0.125,0,0.00,HIGH,Less than $0,1,1.00,HIGH,Less than 1,1,1.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,No Significant Deficiencies over the last three years,0,0.0,0.0,3531.75,State Senate District 7,Region 5 Central Valley (Sacramento Office),2025-10-15
1705,CA1503536,GLENNVILLE MUTUAL WATER COMPANY,DISTRICT 19 - TEHACHAPI,KERN,COMMUNITY,32,100,PRIVATE,214 Dunlap Rd.,GLENNVILLE,CA,93226,35.727739,-118.711236,SDAC,13312,29.0996378669011,At-Risk,Not Failing,At-Risk,,NO,,NO,,NO,,NO,,NO,,NO,,3.50,0.00,0.00,0.00,NONE,1.50,0.75,0.43,HIGH,1.33,1.33,0.38,HIGH,0.67,0.33,0.19,LOW,NONE,No history of E. coli presence over the last 3 years,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,No violation over the last three years,0,0,NONE,No Failing list occurrence over the last 3 years,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,Less than 50% sources exceed an MCL,0,0,HIGH,1 source,1,3,HIGH,No intertie,1,1,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,NONE,No occurrences of bottled/hauled water reliance within the last 3 years,0,0,LOW,Top 25% of systems most at risk of drought and water shortage,0.25,0.50,NONE,No sources within a Critically Overdrafted Basin,0,0,HIGH,2.5% or greater,1.0,3.00,NONE,Below 150% of statewide average,0,0.00,MEDIUM,Combined score of 0.25 - 0.5,0.5,1.00,HIGH,Less than $0,1,1.00,HIGH,Less than 1,1,1.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,No Significant Deficiencies over the last three years,0,0.0,0.0,2902.0,State Senate District 16,Region 5 Central Valley (Fresno Office),2025-10-15
1818,CA1610009,KETTLEMAN CITY CSD,DISTRICT 12 - VISALIA,KINGS,COMMUNITY,359,1242,LOCAL,110 GENERAL PETROLEUM AVE,KETTLEMAN CITY,CA,93239,35.989863,-119.959985,SDAC,41420,53.9728795142527,At-Risk,Failing,Failing,2021-10-20,YES,TTHM,NO,,NO,,NO,,NO,,NO,,5.00,2.25,0.75,0.45,HIGH,1.00,0.50,0.20,MEDIUM,1.08,1.08,0.22,HIGH,0.67,0.33,0.13,LOW,NONE,No history of E. coli presence over the last 3 years,0,0,MEDIUM,25% or more sources meeting the criteria (score range: 0 < n <= 0.5),0.25,0.50,NONE,No violation over the last three years,0,0,MEDIUM,1 Failing list occurrence over the last 3 years,0.5,1.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,HIGH,50% or more sources exceed an MCL,1,3,NONE,2 or more sources,0,0,HIGH,No intertie,1,1,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,NONE,No occurrences of bottled/hauled water reliance within the last 3 years,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,HIGH,1 or more source(s) within a Critically Overdrafted Basin,1,2,MEDIUM,1.5% or greater AND less than 2.5%,0.75,2.40,NONE,Below 150% of statewide average,0,0.00,MEDIUM,Combined score of 0.25 - 0.5,0.5,1.00,HIGH,Less than $0,1,1.00,HIGH,Less than 1,1,1.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,No Significant Deficiencies over the last three years,0,0.0,4000000.0,326075.51,State Senate District 14,Region 5 Central Valley (Fresno Office),2025-10-15
3387,CA3010073,MOULTON NIGUEL WATER DISTRICT,DISTRICT 08 - SANTA ANA,ORANGE,COMMUNITY,52666,170236,LOCAL,26161 Gordon Rd,LAGUNA HILSS,CA,92653,33.556895,-117.703839,Non-DAC,129107,8.81433251551972,Not Assessed,Not Failing,Not Assessed,,NO,,NO,,NO,,NO,,NO,,NO,,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,0.0,0.0,State Senate District 36,Region 9 San Diego,2025-10-15
3780,CA3610016,GLEN MARTIN MWC,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,COMMUNITY,337,450,PRIVATE,6255 Mountain Home Creek Road,ANGELES OAKS,CA,92305,34.141844,-116.984824,DAC,66458,14.526050132467,At-Risk,Not Failing,At-Risk,,NO,,NO,,NO,,NO,,NO,,NO,,1.33,0.00,0.00,0.00,NONE,1.33,0.67,1.00,HIGH,0.00,0.00,0.00,NONE,0.00,0.00,0.00,NONE,NONE,No history of E. coli presence over the last 3 years,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,No violation over the last three years,0,0,NONE,No Failing list occurrence over the last 3 years,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,Less than 50% sources exceed an MCL,0,0,NONE,2 or more sources,0,0,HIGH,No intertie,1,1,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,VERY HIGH,1 or more occurrence(s) of bottled/hauled water reliance within the last 3 years,1,3,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,No sources within a Critically Overdrafted Basin,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,No Significant Deficiencies over the last three years,0,0.0,0.0,0.0,State Senate District 23,Region 8 Santa Ana,2025-10-15
3516,CA3310009,EASTERN MUNICIPAL WD,DISTRICT 20 - RIVERSIDE,RIVERSIDE,COMMUNITY,175318,666581,LOCAL,2270 TRUMBLE RD.,PERRIS,CA,92572-8300,33.731983,-117.102933,Non-DAC,82283,26.0478436181842,Not Assessed,Not Failing,Not Assessed,,NO,,NO,,NO,,NO,,NO,,NO,,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,0.0,0.0,State Senate District 28,Region 8 Santa Ana,2025-10-15
6776,CA2000534,LEISURE ACRES MUTUAL WATER COMPANY,LPA50 - MADERA COUNTY,MADERA,COMMUNITY,24,45,PRIVATE,54234 WHIITE OAK PLACE DR.,NORTH FORK,CA,93643,37.204659,-119.557963,DAC,62828,15.73550250414,Potentially At-Risk,Failing,Failing,2017-01-01,YES,ARSENIC,NO,,NO,,NO,,NO,,NO,,3.08,2.00,0.67,0.65,HIGH,0.33,0.17,0.11,LOW,0.75,0.75,0.24,MEDIUM,0.00,0.00,0.00,NONE,NONE,No history of E. coli presence over the last 3 years,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,No violation over the last three years,0,0,MEDIUM,1 Failing list occurrence over the last 3 years,0.5,1.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,HIGH,50% or more sources exceed an MCL,1,3,NONE,2 or more sources,0,0,HIGH,No intertie,1,1,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,NONE,No occurrences of bottled/hauled water reliance within the last 3 years,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,No sources within a Critically Overdrafted Basin,0,0,MEDIUM,1.5% or greater AND less than 2.5%,0.75,2.40,NONE,Below 150% of statewide average,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,No Significant Deficiencies over the last three years,0,0.0,381414.0,12800.56,State Senate District 8,Region 5 Central Valley (Sacramento Office),2025-10-15
3739,CA3510003,SUNNYSLOPE COUNTY WATER DIST,DISTRICT 05 - MONTEREY,SAN BENITO,COMMUNITY,7688,24954,PRIVATE,3570 AIRLINE HIGHWAY,HOLLISTER,CA,95023,36.834097,-121.368728,Non-DAC,106246,20.7955517922717,Not At-Risk,Not Failing,Not At-Risk,,NO,,NO,,NO,,NO,,NO,,NO,,1.50,1.50,0.50,1.00,MEDIUM,0.00,0.00,0.00,NONE,0.00,0.00,0.00,NONE,0.00,0.00,0.00,NONE,NONE,No history of E. coli presence over the last 3 years,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,No violation over the last three years,0,0,NONE,No Failing list occurrence over the last 3 years,0.0,0.0,HIGH,25% or more sources meeting the criteria (score range: 0.5 < n <= 1),1.00,3.00,NONE,Less than 50% sources exceed an MCL,0,0,NONE,2 or more sources,0,0,NONE,1 or more interties,0,0,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,NONE,No occurrences of bottled/hauled water reliance within the last 3 years,0,0,Systems not assessed by DWR,Systems not assessed by DWR,Systems not assessed by DWR,Systems not assessed by DWR,NONE,No sources within a Critically Overdrafted Basin,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,No Significant Deficiencies over the last three years,0,0.0,0.0,0.0,State Senate District 12,Region 3 Central Coast,2025-10-15
3965,CA3710802,LA CIMA FIRE CENTER,DISTRICT 26 - IMPERIAL,SAN DIEGO,COMMUNITY,9,60,STATE GOVERNMENT,15108 SUNRISE HIGHWAY,JULIAN,CA,92036,32.938641,-116.536922,SDAC,49688,10.1707092147918,At-Risk,Not Failing,At-Risk,,NO,,NO,,NO,,NO,,NO,,NO,,3.33,0.00,0.00,0.00,NONE,2.00,1.00,0.60,HIGH,0.33,0.33,0.10,LOW,1.00,0.50,0.30,MEDIUM,NONE,No history of E. coli presence over the last 3 years,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,No violation over the last three years,0,0,NONE,No Failing list occurrence over the last 3 years,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,Less than 50% sources exceed an MCL,0,0,HIGH,1 source,1,3,HIGH,No intertie,1,1,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,NONE,No occurrences of bottled/hauled water reliance within the last 3 years,0,0,HIGH,Top 10% of systems most at risk of drought and water shortage,1.00,2.00,NONE,No sources within a Critically Overdrafted Basin,0,0,NONE,System does not charge customers directly for water,0,0.00,NONE,System does not charge customers directly for water,0,0.00,MEDIUM,Combined score of 0.25 - 0.5,0.5,1.00,HIGH,Less than $0,1,1.00,HIGH,Less than 1,1,1.00,HIGH,Less than 1,1,1.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,No Significant Deficiencies over the last three years,0,0.0,0.0,0.0,State Senate District 38,Region 9 San Diego,2025-10-15
2377,CA1900804,EVERGREEN MUTUAL WATER COMPANY,DISTRICT 16 - CENTRAL,LOS ANGELES,COMMUNITY,47,98,PRIVATE,"MR. TODD LEMEN, 4646 EAST LUMBER ST.",LANCASTER,CA,93535,34.69904,-118.050235,DAC,72271,51.3495545967413,At-Risk,Not Failing,At-Risk,,NO,,NO,,NO,,NO,,NO,,NO,,2.66,0.00,0.00,0.00,NONE,2.33,1.17,0.88,HIGH,0.33,0.33,0.12,LOW,0.00,0.00,0.00,NONE,NONE,No history of E. coli presence over the last 3 years,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,No violation over the last three years,0,0,NONE,No Failing list occurrence over the last 3 years,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,Less than 50% sources exceed an MCL,0,0,HIGH,1 source,1,3,HIGH,No intertie,1,1,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,VERY HIGH,1 or more occurrence(s) of bottled/hauled water reliance within the last 3 years,1,3,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,No sources within a Critically Overdrafted Basin,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,MEDIUM,Combined score of 0.25 - 0.5,0.5,1.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,No Significant Deficiencies over the last three years,0,0.0,0.0,91555.0,State Senate District 21,Region 6 Lahontan (Victorville Office),2025-10-15
1290,CA1500340,WEST TEHACHAPI MUTUAL,DISTRICT 19 - TEHACHAPI,KERN,COMMUNITY,36,150,PRIVATE,21001 Sierra Vista Dr,TEHACHAPI,CA,93561,35.127058,-118.473437,SDAC,53115,18.2757539342164,Not At-Risk,Not Failing,Not At-Risk,,NO,,NO,,NO,,NO,,NO,,NO,,1.33,0.00,0.00,0.00,NONE,1.33,0.67,1.00,HIGH,0.00,0.00,0.00,NONE,0.00,0.00,0.00,NONE,NONE,No history of E. coli presence over the last 3 years,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,No violation over the last three years,0,0,NONE,No Failing list occurrence over the last 3 years,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,Less than 50% sources exceed an MCL,0,0,HIGH,1 source,1,3,HIGH,No intertie,1,1,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,NONE,No occurrences of bottled/hauled water reliance within the last 3 years,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,No sources within a Critically Overdrafted Basin,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,No Significant Deficiencies over the last three years,0,0.0,0.0,0.0,State Senate District 16,Region 5 Central Valley (Fresno Office),2025-10-15
